Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2019-01-26,2019-01-26,2019-01-26,,24,,http://reference.data.gov.uk/id/day/2019-01-26
2019-01-27,2019-01-27,2019-01-27,,25,,http://reference.data.gov.uk/id/day/2019-01-27
2019-01-28,2019-01-28,2019-01-28,,26,,http://reference.data.gov.uk/id/day/2019-01-28
2019-01-29,2019-01-29,2019-01-29,,27,,http://reference.data.gov.uk/id/day/2019-01-29
2019-01-30,2019-01-30,2019-01-30,,28,,http://reference.data.gov.uk/id/day/2019-01-30
2019-01-31,2019-01-31,2019-01-31,,29,,http://reference.data.gov.uk/id/day/2019-01-31
2019-02-01,2019-02-01,2019-02-01,,30,,http://reference.data.gov.uk/id/day/2019-02-01
2019-02-02,2019-02-02,2019-02-02,,31,,http://reference.data.gov.uk/id/day/2019-02-02
2019-02-03,2019-02-03,2019-02-03,,32,,http://reference.data.gov.uk/id/day/2019-02-03
2019-02-04,2019-02-04,2019-02-04,,33,,http://reference.data.gov.uk/id/day/2019-02-04
2019-02-05,2019-02-05,2019-02-05,,34,,http://reference.data.gov.uk/id/day/2019-02-05
2019-02-06,2019-02-06,2019-02-06,,35,,http://reference.data.gov.uk/id/day/2019-02-06
2019-02-07,2019-02-07,2019-02-07,,36,,http://reference.data.gov.uk/id/day/2019-02-07
2019-02-08,2019-02-08,2019-02-08,,37,,http://reference.data.gov.uk/id/day/2019-02-08
2019-02-09,2019-02-09,2019-02-09,,38,,http://reference.data.gov.uk/id/day/2019-02-09
2019-02-10,2019-02-10,2019-02-10,,39,,http://reference.data.gov.uk/id/day/2019-02-10
2019-02-11,2019-02-11,2019-02-11,,40,,http://reference.data.gov.uk/id/day/2019-02-11
2019-02-12,2019-02-12,2019-02-12,,41,,http://reference.data.gov.uk/id/day/2019-02-12
2019-02-13,2019-02-13,2019-02-13,,42,,http://reference.data.gov.uk/id/day/2019-02-13
2019-02-14,2019-02-14,2019-02-14,,43,,http://reference.data.gov.uk/id/day/2019-02-14
2019-02-15,2019-02-15,2019-02-15,,44,,http://reference.data.gov.uk/id/day/2019-02-15
2019-02-16,2019-02-16,2019-02-16,,45,,http://reference.data.gov.uk/id/day/2019-02-16
2019-02-17,2019-02-17,2019-02-17,,46,,http://reference.data.gov.uk/id/day/2019-02-17
2019-02-18,2019-02-18,2019-02-18,,47,,http://reference.data.gov.uk/id/day/2019-02-18
2019-02-19,2019-02-19,2019-02-19,,48,,http://reference.data.gov.uk/id/day/2019-02-19
2019-02-20,2019-02-20,2019-02-20,,49,,http://reference.data.gov.uk/id/day/2019-02-20
2019-02-21,2019-02-21,2019-02-21,,50,,http://reference.data.gov.uk/id/day/2019-02-21
2019-02-22,2019-02-22,2019-02-22,,51,,http://reference.data.gov.uk/id/day/2019-02-22
2019-02-23,2019-02-23,2019-02-23,,52,,http://reference.data.gov.uk/id/day/2019-02-23
2019-02-24,2019-02-24,2019-02-24,,53,,http://reference.data.gov.uk/id/day/2019-02-24
2019-02-25,2019-02-25,2019-02-25,,54,,http://reference.data.gov.uk/id/day/2019-02-25
2019-02-26,2019-02-26,2019-02-26,,55,,http://reference.data.gov.uk/id/day/2019-02-26
2019-02-27,2019-02-27,2019-02-27,,56,,http://reference.data.gov.uk/id/day/2019-02-27
2019-02-28,2019-02-28,2019-02-28,,57,,http://reference.data.gov.uk/id/day/2019-02-28
2019-03-01,2019-03-01,2019-03-01,,58,,http://reference.data.gov.uk/id/day/2019-03-01
2019-03-02,2019-03-02,2019-03-02,,59,,http://reference.data.gov.uk/id/day/2019-03-02
2019-03-03,2019-03-03,2019-03-03,,60,,http://reference.data.gov.uk/id/day/2019-03-03
2019-03-04,2019-03-04,2019-03-04,,61,,http://reference.data.gov.uk/id/day/2019-03-04
2019-03-05,2019-03-05,2019-03-05,,62,,http://reference.data.gov.uk/id/day/2019-03-05
2019-03-06,2019-03-06,2019-03-06,,63,,http://reference.data.gov.uk/id/day/2019-03-06
2019-03-07,2019-03-07,2019-03-07,,64,,http://reference.data.gov.uk/id/day/2019-03-07
2019-03-08,2019-03-08,2019-03-08,,65,,http://reference.data.gov.uk/id/day/2019-03-08
2019-03-09,2019-03-09,2019-03-09,,66,,http://reference.data.gov.uk/id/day/2019-03-09
2019-03-10,2019-03-10,2019-03-10,,67,,http://reference.data.gov.uk/id/day/2019-03-10
2019-03-11,2019-03-11,2019-03-11,,68,,http://reference.data.gov.uk/id/day/2019-03-11
2019-03-12,2019-03-12,2019-03-12,,69,,http://reference.data.gov.uk/id/day/2019-03-12
2019-03-13,2019-03-13,2019-03-13,,70,,http://reference.data.gov.uk/id/day/2019-03-13
2019-03-14,2019-03-14,2019-03-14,,71,,http://reference.data.gov.uk/id/day/2019-03-14
2019-03-15,2019-03-15,2019-03-15,,72,,http://reference.data.gov.uk/id/day/2019-03-15
2019-03-16,2019-03-16,2019-03-16,,73,,http://reference.data.gov.uk/id/day/2019-03-16
2019-03-17,2019-03-17,2019-03-17,,74,,http://reference.data.gov.uk/id/day/2019-03-17
2019-03-18,2019-03-18,2019-03-18,,75,,http://reference.data.gov.uk/id/day/2019-03-18
2019-03-19,2019-03-19,2019-03-19,,76,,http://reference.data.gov.uk/id/day/2019-03-19
2019-03-20,2019-03-20,2019-03-20,,77,,http://reference.data.gov.uk/id/day/2019-03-20
2019-03-21,2019-03-21,2019-03-21,,78,,http://reference.data.gov.uk/id/day/2019-03-21
2019-03-22,2019-03-22,2019-03-22,,79,,http://reference.data.gov.uk/id/day/2019-03-22
2019-03-23,2019-03-23,2019-03-23,,80,,http://reference.data.gov.uk/id/day/2019-03-23
2019-03-24,2019-03-24,2019-03-24,,81,,http://reference.data.gov.uk/id/day/2019-03-24
2019-03-25,2019-03-25,2019-03-25,,82,,http://reference.data.gov.uk/id/day/2019-03-25
2019-03-26,2019-03-26,2019-03-26,,83,,http://reference.data.gov.uk/id/day/2019-03-26
2019-03-27,2019-03-27,2019-03-27,,84,,http://reference.data.gov.uk/id/day/2019-03-27
2019-03-28,2019-03-28,2019-03-28,,85,,http://reference.data.gov.uk/id/day/2019-03-28
2019-03-29,2019-03-29,2019-03-29,,86,,http://reference.data.gov.uk/id/day/2019-03-29
2019-03-30,2019-03-30,2019-03-30,,87,,http://reference.data.gov.uk/id/day/2019-03-30
2019-03-31,2019-03-31,2019-03-31,,88,,http://reference.data.gov.uk/id/day/2019-03-31
2019-04-01,2019-04-01,2019-04-01,,89,,http://reference.data.gov.uk/id/day/2019-04-01
2019-04-02,2019-04-02,2019-04-02,,90,,http://reference.data.gov.uk/id/day/2019-04-02
2019-04-03,2019-04-03,2019-04-03,,91,,http://reference.data.gov.uk/id/day/2019-04-03
2019-04-04,2019-04-04,2019-04-04,,92,,http://reference.data.gov.uk/id/day/2019-04-04
2019-04-05,2019-04-05,2019-04-05,,93,,http://reference.data.gov.uk/id/day/2019-04-05
2019-04-06,2019-04-06,2019-04-06,,94,,http://reference.data.gov.uk/id/day/2019-04-06
2019-04-07,2019-04-07,2019-04-07,,95,,http://reference.data.gov.uk/id/day/2019-04-07
2019-04-08,2019-04-08,2019-04-08,,96,,http://reference.data.gov.uk/id/day/2019-04-08
2019-04-09,2019-04-09,2019-04-09,,97,,http://reference.data.gov.uk/id/day/2019-04-09
2019-04-10,2019-04-10,2019-04-10,,98,,http://reference.data.gov.uk/id/day/2019-04-10
2019-04-11,2019-04-11,2019-04-11,,99,,http://reference.data.gov.uk/id/day/2019-04-11
2019-04-12,2019-04-12,2019-04-12,,100,,http://reference.data.gov.uk/id/day/2019-04-12
2019-04-13,2019-04-13,2019-04-13,,101,,http://reference.data.gov.uk/id/day/2019-04-13
2019-04-14,2019-04-14,2019-04-14,,102,,http://reference.data.gov.uk/id/day/2019-04-14
2019-04-15,2019-04-15,2019-04-15,,103,,http://reference.data.gov.uk/id/day/2019-04-15
2019-04-16,2019-04-16,2019-04-16,,104,,http://reference.data.gov.uk/id/day/2019-04-16
2019-04-17,2019-04-17,2019-04-17,,105,,http://reference.data.gov.uk/id/day/2019-04-17
2019-04-18,2019-04-18,2019-04-18,,106,,http://reference.data.gov.uk/id/day/2019-04-18
2019-04-19,2019-04-19,2019-04-19,,107,,http://reference.data.gov.uk/id/day/2019-04-19
2019-04-20,2019-04-20,2019-04-20,,108,,http://reference.data.gov.uk/id/day/2019-04-20
2019-04-21,2019-04-21,2019-04-21,,109,,http://reference.data.gov.uk/id/day/2019-04-21
2019-04-22,2019-04-22,2019-04-22,,110,,http://reference.data.gov.uk/id/day/2019-04-22
2019-04-23,2019-04-23,2019-04-23,,111,,http://reference.data.gov.uk/id/day/2019-04-23
2019-04-24,2019-04-24,2019-04-24,,112,,http://reference.data.gov.uk/id/day/2019-04-24
2019-04-25,2019-04-25,2019-04-25,,113,,http://reference.data.gov.uk/id/day/2019-04-25
2019-04-26,2019-04-26,2019-04-26,,114,,http://reference.data.gov.uk/id/day/2019-04-26
2019-04-27,2019-04-27,2019-04-27,,115,,http://reference.data.gov.uk/id/day/2019-04-27
2019-04-28,2019-04-28,2019-04-28,,116,,http://reference.data.gov.uk/id/day/2019-04-28
2019-04-29,2019-04-29,2019-04-29,,117,,http://reference.data.gov.uk/id/day/2019-04-29
2019-04-30,2019-04-30,2019-04-30,,118,,http://reference.data.gov.uk/id/day/2019-04-30
2019-05-01,2019-05-01,2019-05-01,,119,,http://reference.data.gov.uk/id/day/2019-05-01
2019-05-02,2019-05-02,2019-05-02,,120,,http://reference.data.gov.uk/id/day/2019-05-02
2019-05-03,2019-05-03,2019-05-03,,121,,http://reference.data.gov.uk/id/day/2019-05-03
2019-05-04,2019-05-04,2019-05-04,,122,,http://reference.data.gov.uk/id/day/2019-05-04
2019-05-05,2019-05-05,2019-05-05,,123,,http://reference.data.gov.uk/id/day/2019-05-05
2019-05-06,2019-05-06,2019-05-06,,124,,http://reference.data.gov.uk/id/day/2019-05-06
2019-05-07,2019-05-07,2019-05-07,,125,,http://reference.data.gov.uk/id/day/2019-05-07
2019-05-08,2019-05-08,2019-05-08,,126,,http://reference.data.gov.uk/id/day/2019-05-08
2019-05-09,2019-05-09,2019-05-09,,127,,http://reference.data.gov.uk/id/day/2019-05-09
2019-05-10,2019-05-10,2019-05-10,,128,,http://reference.data.gov.uk/id/day/2019-05-10
2019-05-11,2019-05-11,2019-05-11,,129,,http://reference.data.gov.uk/id/day/2019-05-11
2019-05-12,2019-05-12,2019-05-12,,130,,http://reference.data.gov.uk/id/day/2019-05-12
2019-05-13,2019-05-13,2019-05-13,,131,,http://reference.data.gov.uk/id/day/2019-05-13
2019-05-14,2019-05-14,2019-05-14,,132,,http://reference.data.gov.uk/id/day/2019-05-14
2019-05-15,2019-05-15,2019-05-15,,133,,http://reference.data.gov.uk/id/day/2019-05-15
2019-05-16,2019-05-16,2019-05-16,,134,,http://reference.data.gov.uk/id/day/2019-05-16
2019-05-17,2019-05-17,2019-05-17,,135,,http://reference.data.gov.uk/id/day/2019-05-17
2019-05-18,2019-05-18,2019-05-18,,136,,http://reference.data.gov.uk/id/day/2019-05-18
2019-05-19,2019-05-19,2019-05-19,,137,,http://reference.data.gov.uk/id/day/2019-05-19
2019-05-20,2019-05-20,2019-05-20,,138,,http://reference.data.gov.uk/id/day/2019-05-20
2019-05-21,2019-05-21,2019-05-21,,139,,http://reference.data.gov.uk/id/day/2019-05-21
2019-05-22,2019-05-22,2019-05-22,,140,,http://reference.data.gov.uk/id/day/2019-05-22
2019-05-23,2019-05-23,2019-05-23,,141,,http://reference.data.gov.uk/id/day/2019-05-23
2019-05-24,2019-05-24,2019-05-24,,142,,http://reference.data.gov.uk/id/day/2019-05-24
2019-05-25,2019-05-25,2019-05-25,,143,,http://reference.data.gov.uk/id/day/2019-05-25
2019-05-26,2019-05-26,2019-05-26,,144,,http://reference.data.gov.uk/id/day/2019-05-26
2019-05-27,2019-05-27,2019-05-27,,145,,http://reference.data.gov.uk/id/day/2019-05-27
2019-05-28,2019-05-28,2019-05-28,,146,,http://reference.data.gov.uk/id/day/2019-05-28
2019-05-29,2019-05-29,2019-05-29,,147,,http://reference.data.gov.uk/id/day/2019-05-29
2019-05-30,2019-05-30,2019-05-30,,148,,http://reference.data.gov.uk/id/day/2019-05-30
2019-05-31,2019-05-31,2019-05-31,,149,,http://reference.data.gov.uk/id/day/2019-05-31
2019-06-01,2019-06-01,2019-06-01,,150,,http://reference.data.gov.uk/id/day/2019-06-01
2019-06-02,2019-06-02,2019-06-02,,151,,http://reference.data.gov.uk/id/day/2019-06-02
2019-06-03,2019-06-03,2019-06-03,,152,,http://reference.data.gov.uk/id/day/2019-06-03
2019-06-04,2019-06-04,2019-06-04,,153,,http://reference.data.gov.uk/id/day/2019-06-04
2019-06-05,2019-06-05,2019-06-05,,154,,http://reference.data.gov.uk/id/day/2019-06-05
2019-06-06,2019-06-06,2019-06-06,,155,,http://reference.data.gov.uk/id/day/2019-06-06
2019-06-07,2019-06-07,2019-06-07,,156,,http://reference.data.gov.uk/id/day/2019-06-07
2019-06-08,2019-06-08,2019-06-08,,157,,http://reference.data.gov.uk/id/day/2019-06-08
2019-06-09,2019-06-09,2019-06-09,,158,,http://reference.data.gov.uk/id/day/2019-06-09
2019-06-10,2019-06-10,2019-06-10,,159,,http://reference.data.gov.uk/id/day/2019-06-10
2019-06-11,2019-06-11,2019-06-11,,160,,http://reference.data.gov.uk/id/day/2019-06-11
2019-06-12,2019-06-12,2019-06-12,,161,,http://reference.data.gov.uk/id/day/2019-06-12
2019-06-13,2019-06-13,2019-06-13,,162,,http://reference.data.gov.uk/id/day/2019-06-13
2019-06-14,2019-06-14,2019-06-14,,163,,http://reference.data.gov.uk/id/day/2019-06-14
2019-06-15,2019-06-15,2019-06-15,,164,,http://reference.data.gov.uk/id/day/2019-06-15
2019-06-16,2019-06-16,2019-06-16,,165,,http://reference.data.gov.uk/id/day/2019-06-16
2019-06-17,2019-06-17,2019-06-17,,166,,http://reference.data.gov.uk/id/day/2019-06-17
2019-06-18,2019-06-18,2019-06-18,,167,,http://reference.data.gov.uk/id/day/2019-06-18
2019-06-19,2019-06-19,2019-06-19,,168,,http://reference.data.gov.uk/id/day/2019-06-19
2019-06-20,2019-06-20,2019-06-20,,169,,http://reference.data.gov.uk/id/day/2019-06-20
2019-06-21,2019-06-21,2019-06-21,,170,,http://reference.data.gov.uk/id/day/2019-06-21
2019-06-22,2019-06-22,2019-06-22,,171,,http://reference.data.gov.uk/id/day/2019-06-22
2019-06-23,2019-06-23,2019-06-23,,172,,http://reference.data.gov.uk/id/day/2019-06-23
2019-06-24,2019-06-24,2019-06-24,,173,,http://reference.data.gov.uk/id/day/2019-06-24
2019-06-25,2019-06-25,2019-06-25,,174,,http://reference.data.gov.uk/id/day/2019-06-25
2019-06-26,2019-06-26,2019-06-26,,175,,http://reference.data.gov.uk/id/day/2019-06-26
2019-06-27,2019-06-27,2019-06-27,,176,,http://reference.data.gov.uk/id/day/2019-06-27
2019-06-28,2019-06-28,2019-06-28,,177,,http://reference.data.gov.uk/id/day/2019-06-28
2019-06-29,2019-06-29,2019-06-29,,178,,http://reference.data.gov.uk/id/day/2019-06-29
2019-06-30,2019-06-30,2019-06-30,,179,,http://reference.data.gov.uk/id/day/2019-06-30
2019-07-01,2019-07-01,2019-07-01,,180,,http://reference.data.gov.uk/id/day/2019-07-01
2019-07-02,2019-07-02,2019-07-02,,181,,http://reference.data.gov.uk/id/day/2019-07-02
2019-07-03,2019-07-03,2019-07-03,,182,,http://reference.data.gov.uk/id/day/2019-07-03
2019-07-04,2019-07-04,2019-07-04,,183,,http://reference.data.gov.uk/id/day/2019-07-04
2019-07-05,2019-07-05,2019-07-05,,184,,http://reference.data.gov.uk/id/day/2019-07-05
2019-07-06,2019-07-06,2019-07-06,,185,,http://reference.data.gov.uk/id/day/2019-07-06
2019-07-07,2019-07-07,2019-07-07,,186,,http://reference.data.gov.uk/id/day/2019-07-07
2019-07-08,2019-07-08,2019-07-08,,187,,http://reference.data.gov.uk/id/day/2019-07-08
2019-07-09,2019-07-09,2019-07-09,,188,,http://reference.data.gov.uk/id/day/2019-07-09
2019-07-10,2019-07-10,2019-07-10,,189,,http://reference.data.gov.uk/id/day/2019-07-10
2019-07-11,2019-07-11,2019-07-11,,190,,http://reference.data.gov.uk/id/day/2019-07-11
2019-07-12,2019-07-12,2019-07-12,,191,,http://reference.data.gov.uk/id/day/2019-07-12
2019-07-13,2019-07-13,2019-07-13,,192,,http://reference.data.gov.uk/id/day/2019-07-13
2019-07-14,2019-07-14,2019-07-14,,193,,http://reference.data.gov.uk/id/day/2019-07-14
2019-07-15,2019-07-15,2019-07-15,,194,,http://reference.data.gov.uk/id/day/2019-07-15
2019-07-16,2019-07-16,2019-07-16,,195,,http://reference.data.gov.uk/id/day/2019-07-16
2019-07-17,2019-07-17,2019-07-17,,196,,http://reference.data.gov.uk/id/day/2019-07-17
2019-07-18,2019-07-18,2019-07-18,,197,,http://reference.data.gov.uk/id/day/2019-07-18
2019-07-19,2019-07-19,2019-07-19,,198,,http://reference.data.gov.uk/id/day/2019-07-19
2019-07-20,2019-07-20,2019-07-20,,199,,http://reference.data.gov.uk/id/day/2019-07-20
2019-07-21,2019-07-21,2019-07-21,,200,,http://reference.data.gov.uk/id/day/2019-07-21
2019-07-22,2019-07-22,2019-07-22,,201,,http://reference.data.gov.uk/id/day/2019-07-22
2019-07-23,2019-07-23,2019-07-23,,202,,http://reference.data.gov.uk/id/day/2019-07-23
2019-07-24,2019-07-24,2019-07-24,,203,,http://reference.data.gov.uk/id/day/2019-07-24
2019-07-25,2019-07-25,2019-07-25,,204,,http://reference.data.gov.uk/id/day/2019-07-25
2019-07-26,2019-07-26,2019-07-26,,205,,http://reference.data.gov.uk/id/day/2019-07-26
2019-07-27,2019-07-27,2019-07-27,,206,,http://reference.data.gov.uk/id/day/2019-07-27
2019-07-28,2019-07-28,2019-07-28,,207,,http://reference.data.gov.uk/id/day/2019-07-28
2019-07-29,2019-07-29,2019-07-29,,208,,http://reference.data.gov.uk/id/day/2019-07-29
2019-07-30,2019-07-30,2019-07-30,,209,,http://reference.data.gov.uk/id/day/2019-07-30
2019-07-31,2019-07-31,2019-07-31,,210,,http://reference.data.gov.uk/id/day/2019-07-31
2019-08-01,2019-08-01,2019-08-01,,211,,http://reference.data.gov.uk/id/day/2019-08-01
2019-08-02,2019-08-02,2019-08-02,,212,,http://reference.data.gov.uk/id/day/2019-08-02
2019-08-03,2019-08-03,2019-08-03,,213,,http://reference.data.gov.uk/id/day/2019-08-03
2019-08-04,2019-08-04,2019-08-04,,214,,http://reference.data.gov.uk/id/day/2019-08-04
2019-08-05,2019-08-05,2019-08-05,,215,,http://reference.data.gov.uk/id/day/2019-08-05
2019-08-06,2019-08-06,2019-08-06,,216,,http://reference.data.gov.uk/id/day/2019-08-06
2019-08-07,2019-08-07,2019-08-07,,217,,http://reference.data.gov.uk/id/day/2019-08-07
2019-08-08,2019-08-08,2019-08-08,,218,,http://reference.data.gov.uk/id/day/2019-08-08
2019-08-09,2019-08-09,2019-08-09,,219,,http://reference.data.gov.uk/id/day/2019-08-09
2019-08-10,2019-08-10,2019-08-10,,220,,http://reference.data.gov.uk/id/day/2019-08-10
2019-08-11,2019-08-11,2019-08-11,,221,,http://reference.data.gov.uk/id/day/2019-08-11
2019-08-12,2019-08-12,2019-08-12,,222,,http://reference.data.gov.uk/id/day/2019-08-12
2019-08-13,2019-08-13,2019-08-13,,223,,http://reference.data.gov.uk/id/day/2019-08-13
2019-08-14,2019-08-14,2019-08-14,,224,,http://reference.data.gov.uk/id/day/2019-08-14
2019-08-15,2019-08-15,2019-08-15,,225,,http://reference.data.gov.uk/id/day/2019-08-15
2019-08-16,2019-08-16,2019-08-16,,226,,http://reference.data.gov.uk/id/day/2019-08-16
2019-08-17,2019-08-17,2019-08-17,,227,,http://reference.data.gov.uk/id/day/2019-08-17
2019-08-18,2019-08-18,2019-08-18,,228,,http://reference.data.gov.uk/id/day/2019-08-18
2019-08-19,2019-08-19,2019-08-19,,229,,http://reference.data.gov.uk/id/day/2019-08-19
2019-08-20,2019-08-20,2019-08-20,,230,,http://reference.data.gov.uk/id/day/2019-08-20
2019-08-21,2019-08-21,2019-08-21,,231,,http://reference.data.gov.uk/id/day/2019-08-21
2019-08-22,2019-08-22,2019-08-22,,232,,http://reference.data.gov.uk/id/day/2019-08-22
2019-08-23,2019-08-23,2019-08-23,,233,,http://reference.data.gov.uk/id/day/2019-08-23
2019-08-24,2019-08-24,2019-08-24,,234,,http://reference.data.gov.uk/id/day/2019-08-24
2019-08-25,2019-08-25,2019-08-25,,235,,http://reference.data.gov.uk/id/day/2019-08-25
2019-08-26,2019-08-26,2019-08-26,,236,,http://reference.data.gov.uk/id/day/2019-08-26
2019-08-27,2019-08-27,2019-08-27,,237,,http://reference.data.gov.uk/id/day/2019-08-27
2019-08-28,2019-08-28,2019-08-28,,238,,http://reference.data.gov.uk/id/day/2019-08-28
2019-08-29,2019-08-29,2019-08-29,,239,,http://reference.data.gov.uk/id/day/2019-08-29
2019-08-30,2019-08-30,2019-08-30,,240,,http://reference.data.gov.uk/id/day/2019-08-30
2019-08-31,2019-08-31,2019-08-31,,241,,http://reference.data.gov.uk/id/day/2019-08-31
2019-09-01,2019-09-01,2019-09-01,,242,,http://reference.data.gov.uk/id/day/2019-09-01
2019-09-02,2019-09-02,2019-09-02,,243,,http://reference.data.gov.uk/id/day/2019-09-02
2019-09-03,2019-09-03,2019-09-03,,244,,http://reference.data.gov.uk/id/day/2019-09-03
2019-09-04,2019-09-04,2019-09-04,,245,,http://reference.data.gov.uk/id/day/2019-09-04
2019-09-05,2019-09-05,2019-09-05,,246,,http://reference.data.gov.uk/id/day/2019-09-05
2019-09-06,2019-09-06,2019-09-06,,247,,http://reference.data.gov.uk/id/day/2019-09-06
2019-09-07,2019-09-07,2019-09-07,,248,,http://reference.data.gov.uk/id/day/2019-09-07
2019-09-08,2019-09-08,2019-09-08,,249,,http://reference.data.gov.uk/id/day/2019-09-08
2019-09-09,2019-09-09,2019-09-09,,250,,http://reference.data.gov.uk/id/day/2019-09-09
2019-09-10,2019-09-10,2019-09-10,,251,,http://reference.data.gov.uk/id/day/2019-09-10
2019-09-11,2019-09-11,2019-09-11,,252,,http://reference.data.gov.uk/id/day/2019-09-11
2019-09-12,2019-09-12,2019-09-12,,253,,http://reference.data.gov.uk/id/day/2019-09-12
2019-09-13,2019-09-13,2019-09-13,,254,,http://reference.data.gov.uk/id/day/2019-09-13
2019-09-14,2019-09-14,2019-09-14,,255,,http://reference.data.gov.uk/id/day/2019-09-14
2019-09-15,2019-09-15,2019-09-15,,256,,http://reference.data.gov.uk/id/day/2019-09-15
2019-09-16,2019-09-16,2019-09-16,,257,,http://reference.data.gov.uk/id/day/2019-09-16
2019-09-17,2019-09-17,2019-09-17,,258,,http://reference.data.gov.uk/id/day/2019-09-17
2019-09-18,2019-09-18,2019-09-18,,259,,http://reference.data.gov.uk/id/day/2019-09-18
2019-09-19,2019-09-19,2019-09-19,,260,,http://reference.data.gov.uk/id/day/2019-09-19
2019-09-20,2019-09-20,2019-09-20,,261,,http://reference.data.gov.uk/id/day/2019-09-20
2019-09-21,2019-09-21,2019-09-21,,262,,http://reference.data.gov.uk/id/day/2019-09-21
2019-09-22,2019-09-22,2019-09-22,,263,,http://reference.data.gov.uk/id/day/2019-09-22
2019-09-23,2019-09-23,2019-09-23,,264,,http://reference.data.gov.uk/id/day/2019-09-23
2019-09-24,2019-09-24,2019-09-24,,265,,http://reference.data.gov.uk/id/day/2019-09-24
2019-09-25,2019-09-25,2019-09-25,,266,,http://reference.data.gov.uk/id/day/2019-09-25
2019-09-26,2019-09-26,2019-09-26,,267,,http://reference.data.gov.uk/id/day/2019-09-26
2019-09-27,2019-09-27,2019-09-27,,268,,http://reference.data.gov.uk/id/day/2019-09-27
2019-09-28,2019-09-28,2019-09-28,,269,,http://reference.data.gov.uk/id/day/2019-09-28
2019-09-29,2019-09-29,2019-09-29,,270,,http://reference.data.gov.uk/id/day/2019-09-29
2019-09-30,2019-09-30,2019-09-30,,271,,http://reference.data.gov.uk/id/day/2019-09-30
2019-10-01,2019-10-01,2019-10-01,,272,,http://reference.data.gov.uk/id/day/2019-10-01
2019-10-02,2019-10-02,2019-10-02,,273,,http://reference.data.gov.uk/id/day/2019-10-02
2019-10-03,2019-10-03,2019-10-03,,274,,http://reference.data.gov.uk/id/day/2019-10-03
2019-10-04,2019-10-04,2019-10-04,,275,,http://reference.data.gov.uk/id/day/2019-10-04
2019-10-05,2019-10-05,2019-10-05,,276,,http://reference.data.gov.uk/id/day/2019-10-05
2019-10-06,2019-10-06,2019-10-06,,277,,http://reference.data.gov.uk/id/day/2019-10-06
2019-10-07,2019-10-07,2019-10-07,,278,,http://reference.data.gov.uk/id/day/2019-10-07
2019-10-08,2019-10-08,2019-10-08,,279,,http://reference.data.gov.uk/id/day/2019-10-08
2019-10-09,2019-10-09,2019-10-09,,280,,http://reference.data.gov.uk/id/day/2019-10-09
2019-10-10,2019-10-10,2019-10-10,,281,,http://reference.data.gov.uk/id/day/2019-10-10
2019-10-11,2019-10-11,2019-10-11,,282,,http://reference.data.gov.uk/id/day/2019-10-11
