Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
day/2019-06-29,day/2019-06-29,day/2019-06-29,,89,,http://reference.data.gov.uk/id/
day/2019-06-30,day/2019-06-30,day/2019-06-30,,90,,http://reference.data.gov.uk/id/
day/2019-07-01,day/2019-07-01,day/2019-07-01,,91,,http://reference.data.gov.uk/id/
day/2019-07-02,day/2019-07-02,day/2019-07-02,,92,,http://reference.data.gov.uk/id/
day/2019-07-03,day/2019-07-03,day/2019-07-03,,93,,http://reference.data.gov.uk/id/
day/2019-07-04,day/2019-07-04,day/2019-07-04,,94,,http://reference.data.gov.uk/id/
day/2019-07-05,day/2019-07-05,day/2019-07-05,,95,,http://reference.data.gov.uk/id/
day/2019-07-06,day/2019-07-06,day/2019-07-06,,96,,http://reference.data.gov.uk/id/
day/2019-07-07,day/2019-07-07,day/2019-07-07,,97,,http://reference.data.gov.uk/id/
day/2019-07-08,day/2019-07-08,day/2019-07-08,,98,,http://reference.data.gov.uk/id/
day/2019-07-09,day/2019-07-09,day/2019-07-09,,99,,http://reference.data.gov.uk/id/
day/2019-07-10,day/2019-07-10,day/2019-07-10,,100,,http://reference.data.gov.uk/id/
day/2019-07-11,day/2019-07-11,day/2019-07-11,,101,,http://reference.data.gov.uk/id/
day/2019-07-12,day/2019-07-12,day/2019-07-12,,102,,http://reference.data.gov.uk/id/
day/2019-07-13,day/2019-07-13,day/2019-07-13,,103,,http://reference.data.gov.uk/id/
day/2019-07-14,day/2019-07-14,day/2019-07-14,,104,,http://reference.data.gov.uk/id/
day/2019-07-15,day/2019-07-15,day/2019-07-15,,105,,http://reference.data.gov.uk/id/
day/2019-07-16,day/2019-07-16,day/2019-07-16,,106,,http://reference.data.gov.uk/id/
day/2019-07-17,day/2019-07-17,day/2019-07-17,,107,,http://reference.data.gov.uk/id/
day/2019-07-18,day/2019-07-18,day/2019-07-18,,108,,http://reference.data.gov.uk/id/
day/2019-07-19,day/2019-07-19,day/2019-07-19,,109,,http://reference.data.gov.uk/id/
day/2019-07-20,day/2019-07-20,day/2019-07-20,,110,,http://reference.data.gov.uk/id/
day/2019-07-21,day/2019-07-21,day/2019-07-21,,111,,http://reference.data.gov.uk/id/
day/2019-07-22,day/2019-07-22,day/2019-07-22,,112,,http://reference.data.gov.uk/id/
day/2019-07-23,day/2019-07-23,day/2019-07-23,,113,,http://reference.data.gov.uk/id/
day/2019-07-24,day/2019-07-24,day/2019-07-24,,114,,http://reference.data.gov.uk/id/
day/2019-07-25,day/2019-07-25,day/2019-07-25,,115,,http://reference.data.gov.uk/id/
day/2019-07-26,day/2019-07-26,day/2019-07-26,,116,,http://reference.data.gov.uk/id/
day/2019-07-27,day/2019-07-27,day/2019-07-27,,117,,http://reference.data.gov.uk/id/
day/2019-07-28,day/2019-07-28,day/2019-07-28,,118,,http://reference.data.gov.uk/id/
day/2019-07-29,day/2019-07-29,day/2019-07-29,,119,,http://reference.data.gov.uk/id/
day/2019-07-30,day/2019-07-30,day/2019-07-30,,120,,http://reference.data.gov.uk/id/
day/2019-07-31,day/2019-07-31,day/2019-07-31,,121,,http://reference.data.gov.uk/id/
day/2019-08-01,day/2019-08-01,day/2019-08-01,,122,,http://reference.data.gov.uk/id/
day/2019-08-02,day/2019-08-02,day/2019-08-02,,123,,http://reference.data.gov.uk/id/
day/2019-08-03,day/2019-08-03,day/2019-08-03,,124,,http://reference.data.gov.uk/id/
day/2019-08-04,day/2019-08-04,day/2019-08-04,,125,,http://reference.data.gov.uk/id/
day/2019-08-05,day/2019-08-05,day/2019-08-05,,126,,http://reference.data.gov.uk/id/
day/2019-08-06,day/2019-08-06,day/2019-08-06,,127,,http://reference.data.gov.uk/id/
day/2019-08-07,day/2019-08-07,day/2019-08-07,,128,,http://reference.data.gov.uk/id/
day/2019-08-08,day/2019-08-08,day/2019-08-08,,129,,http://reference.data.gov.uk/id/
day/2019-08-09,day/2019-08-09,day/2019-08-09,,130,,http://reference.data.gov.uk/id/
day/2019-08-10,day/2019-08-10,day/2019-08-10,,131,,http://reference.data.gov.uk/id/
day/2019-08-11,day/2019-08-11,day/2019-08-11,,132,,http://reference.data.gov.uk/id/
day/2019-08-12,day/2019-08-12,day/2019-08-12,,133,,http://reference.data.gov.uk/id/
day/2019-08-13,day/2019-08-13,day/2019-08-13,,134,,http://reference.data.gov.uk/id/
day/2019-08-14,day/2019-08-14,day/2019-08-14,,135,,http://reference.data.gov.uk/id/
day/2019-08-15,day/2019-08-15,day/2019-08-15,,136,,http://reference.data.gov.uk/id/
day/2019-08-16,day/2019-08-16,day/2019-08-16,,137,,http://reference.data.gov.uk/id/
day/2019-08-17,day/2019-08-17,day/2019-08-17,,138,,http://reference.data.gov.uk/id/
day/2019-08-18,day/2019-08-18,day/2019-08-18,,139,,http://reference.data.gov.uk/id/
day/2019-08-19,day/2019-08-19,day/2019-08-19,,140,,http://reference.data.gov.uk/id/
day/2019-08-20,day/2019-08-20,day/2019-08-20,,141,,http://reference.data.gov.uk/id/
day/2019-08-21,day/2019-08-21,day/2019-08-21,,142,,http://reference.data.gov.uk/id/
day/2019-08-22,day/2019-08-22,day/2019-08-22,,143,,http://reference.data.gov.uk/id/
day/2019-08-23,day/2019-08-23,day/2019-08-23,,144,,http://reference.data.gov.uk/id/
day/2019-08-24,day/2019-08-24,day/2019-08-24,,145,,http://reference.data.gov.uk/id/
day/2019-08-25,day/2019-08-25,day/2019-08-25,,146,,http://reference.data.gov.uk/id/
day/2019-08-26,day/2019-08-26,day/2019-08-26,,147,,http://reference.data.gov.uk/id/
day/2019-08-27,day/2019-08-27,day/2019-08-27,,148,,http://reference.data.gov.uk/id/
day/2019-08-28,day/2019-08-28,day/2019-08-28,,149,,http://reference.data.gov.uk/id/
day/2019-08-29,day/2019-08-29,day/2019-08-29,,150,,http://reference.data.gov.uk/id/
day/2019-08-30,day/2019-08-30,day/2019-08-30,,151,,http://reference.data.gov.uk/id/
day/2019-08-31,day/2019-08-31,day/2019-08-31,,152,,http://reference.data.gov.uk/id/
day/2019-09-01,day/2019-09-01,day/2019-09-01,,153,,http://reference.data.gov.uk/id/
day/2019-09-02,day/2019-09-02,day/2019-09-02,,154,,http://reference.data.gov.uk/id/
day/2019-09-03,day/2019-09-03,day/2019-09-03,,155,,http://reference.data.gov.uk/id/
day/2019-09-04,day/2019-09-04,day/2019-09-04,,156,,http://reference.data.gov.uk/id/
day/2019-09-05,day/2019-09-05,day/2019-09-05,,157,,http://reference.data.gov.uk/id/
day/2019-09-06,day/2019-09-06,day/2019-09-06,,158,,http://reference.data.gov.uk/id/
day/2019-09-07,day/2019-09-07,day/2019-09-07,,159,,http://reference.data.gov.uk/id/
day/2019-09-08,day/2019-09-08,day/2019-09-08,,160,,http://reference.data.gov.uk/id/
day/2019-09-09,day/2019-09-09,day/2019-09-09,,161,,http://reference.data.gov.uk/id/
day/2019-09-10,day/2019-09-10,day/2019-09-10,,162,,http://reference.data.gov.uk/id/
day/2019-09-11,day/2019-09-11,day/2019-09-11,,163,,http://reference.data.gov.uk/id/
day/2019-09-12,day/2019-09-12,day/2019-09-12,,164,,http://reference.data.gov.uk/id/
day/2019-09-13,day/2019-09-13,day/2019-09-13,,165,,http://reference.data.gov.uk/id/
day/2019-09-14,day/2019-09-14,day/2019-09-14,,166,,http://reference.data.gov.uk/id/
day/2019-09-15,day/2019-09-15,day/2019-09-15,,167,,http://reference.data.gov.uk/id/
day/2019-09-16,day/2019-09-16,day/2019-09-16,,168,,http://reference.data.gov.uk/id/
day/2019-09-17,day/2019-09-17,day/2019-09-17,,169,,http://reference.data.gov.uk/id/
day/2019-09-18,day/2019-09-18,day/2019-09-18,,170,,http://reference.data.gov.uk/id/
day/2019-09-19,day/2019-09-19,day/2019-09-19,,171,,http://reference.data.gov.uk/id/
day/2019-09-20,day/2019-09-20,day/2019-09-20,,172,,http://reference.data.gov.uk/id/
day/2019-09-21,day/2019-09-21,day/2019-09-21,,173,,http://reference.data.gov.uk/id/
day/2019-09-22,day/2019-09-22,day/2019-09-22,,174,,http://reference.data.gov.uk/id/
day/2019-09-23,day/2019-09-23,day/2019-09-23,,175,,http://reference.data.gov.uk/id/
day/2019-09-24,day/2019-09-24,day/2019-09-24,,176,,http://reference.data.gov.uk/id/
day/2019-09-25,day/2019-09-25,day/2019-09-25,,177,,http://reference.data.gov.uk/id/
day/2019-09-26,day/2019-09-26,day/2019-09-26,,178,,http://reference.data.gov.uk/id/
day/2019-09-27,day/2019-09-27,day/2019-09-27,,179,,http://reference.data.gov.uk/id/
day/2019-09-28,day/2019-09-28,day/2019-09-28,,180,,http://reference.data.gov.uk/id/
day/2019-09-29,day/2019-09-29,day/2019-09-29,,181,,http://reference.data.gov.uk/id/
day/2019-09-30,day/2019-09-30,day/2019-09-30,,182,,http://reference.data.gov.uk/id/
day/2019-10-01,day/2019-10-01,day/2019-10-01,,183,,http://reference.data.gov.uk/id/
day/2019-10-02,day/2019-10-02,day/2019-10-02,,184,,http://reference.data.gov.uk/id/
day/2019-10-03,day/2019-10-03,day/2019-10-03,,185,,http://reference.data.gov.uk/id/
day/2019-10-04,day/2019-10-04,day/2019-10-04,,186,,http://reference.data.gov.uk/id/
day/2019-10-05,day/2019-10-05,day/2019-10-05,,187,,http://reference.data.gov.uk/id/
day/2019-10-06,day/2019-10-06,day/2019-10-06,,188,,http://reference.data.gov.uk/id/
day/2019-10-07,day/2019-10-07,day/2019-10-07,,189,,http://reference.data.gov.uk/id/
day/2019-10-08,day/2019-10-08,day/2019-10-08,,190,,http://reference.data.gov.uk/id/
day/2019-10-09,day/2019-10-09,day/2019-10-09,,191,,http://reference.data.gov.uk/id/
day/2019-10-10,day/2019-10-10,day/2019-10-10,,192,,http://reference.data.gov.uk/id/
day/2019-10-11,day/2019-10-11,day/2019-10-11,,193,,http://reference.data.gov.uk/id/
day/2019-10-12,day/2019-10-12,day/2019-10-12,,194,,http://reference.data.gov.uk/id/
day/2019-10-13,day/2019-10-13,day/2019-10-13,,195,,http://reference.data.gov.uk/id/
day/2019-10-14,day/2019-10-14,day/2019-10-14,,196,,http://reference.data.gov.uk/id/
day/2019-10-15,day/2019-10-15,day/2019-10-15,,197,,http://reference.data.gov.uk/id/
day/2019-10-16,day/2019-10-16,day/2019-10-16,,198,,http://reference.data.gov.uk/id/
day/2019-10-17,day/2019-10-17,day/2019-10-17,,199,,http://reference.data.gov.uk/id/
day/2019-10-18,day/2019-10-18,day/2019-10-18,,200,,http://reference.data.gov.uk/id/
day/2019-10-19,day/2019-10-19,day/2019-10-19,,201,,http://reference.data.gov.uk/id/
day/2019-10-20,day/2019-10-20,day/2019-10-20,,202,,http://reference.data.gov.uk/id/
day/2019-10-21,day/2019-10-21,day/2019-10-21,,203,,http://reference.data.gov.uk/id/
day/2019-10-22,day/2019-10-22,day/2019-10-22,,204,,http://reference.data.gov.uk/id/
day/2019-10-23,day/2019-10-23,day/2019-10-23,,205,,http://reference.data.gov.uk/id/
day/2019-10-24,day/2019-10-24,day/2019-10-24,,206,,http://reference.data.gov.uk/id/
day/2019-10-25,day/2019-10-25,day/2019-10-25,,207,,http://reference.data.gov.uk/id/
day/2019-10-26,day/2019-10-26,day/2019-10-26,,208,,http://reference.data.gov.uk/id/
day/2019-10-27,day/2019-10-27,day/2019-10-27,,209,,http://reference.data.gov.uk/id/
day/2019-10-28,day/2019-10-28,day/2019-10-28,,210,,http://reference.data.gov.uk/id/
day/2019-10-29,day/2019-10-29,day/2019-10-29,,211,,http://reference.data.gov.uk/id/
day/2019-10-30,day/2019-10-30,day/2019-10-30,,212,,http://reference.data.gov.uk/id/
day/2019-10-31,day/2019-10-31,day/2019-10-31,,213,,http://reference.data.gov.uk/id/
day/2019-11-01,day/2019-11-01,day/2019-11-01,,214,,http://reference.data.gov.uk/id/
day/2019-11-02,day/2019-11-02,day/2019-11-02,,215,,http://reference.data.gov.uk/id/
day/2019-11-03,day/2019-11-03,day/2019-11-03,,216,,http://reference.data.gov.uk/id/
day/2019-11-04,day/2019-11-04,day/2019-11-04,,217,,http://reference.data.gov.uk/id/
day/2019-11-05,day/2019-11-05,day/2019-11-05,,218,,http://reference.data.gov.uk/id/
day/2019-11-06,day/2019-11-06,day/2019-11-06,,219,,http://reference.data.gov.uk/id/
day/2019-11-07,day/2019-11-07,day/2019-11-07,,220,,http://reference.data.gov.uk/id/
day/2019-11-08,day/2019-11-08,day/2019-11-08,,221,,http://reference.data.gov.uk/id/
day/2019-11-09,day/2019-11-09,day/2019-11-09,,222,,http://reference.data.gov.uk/id/
day/2019-11-10,day/2019-11-10,day/2019-11-10,,223,,http://reference.data.gov.uk/id/
day/2019-11-11,day/2019-11-11,day/2019-11-11,,224,,http://reference.data.gov.uk/id/
day/2019-11-12,day/2019-11-12,day/2019-11-12,,225,,http://reference.data.gov.uk/id/
day/2019-11-13,day/2019-11-13,day/2019-11-13,,226,,http://reference.data.gov.uk/id/
day/2019-11-14,day/2019-11-14,day/2019-11-14,,227,,http://reference.data.gov.uk/id/
day/2019-11-15,day/2019-11-15,day/2019-11-15,,228,,http://reference.data.gov.uk/id/
day/2019-11-16,day/2019-11-16,day/2019-11-16,,229,,http://reference.data.gov.uk/id/
day/2019-11-17,day/2019-11-17,day/2019-11-17,,230,,http://reference.data.gov.uk/id/
day/2019-11-18,day/2019-11-18,day/2019-11-18,,231,,http://reference.data.gov.uk/id/
day/2019-11-19,day/2019-11-19,day/2019-11-19,,232,,http://reference.data.gov.uk/id/
day/2019-11-20,day/2019-11-20,day/2019-11-20,,233,,http://reference.data.gov.uk/id/
day/2019-11-21,day/2019-11-21,day/2019-11-21,,234,,http://reference.data.gov.uk/id/
day/2019-11-22,day/2019-11-22,day/2019-11-22,,235,,http://reference.data.gov.uk/id/
day/2019-11-23,day/2019-11-23,day/2019-11-23,,236,,http://reference.data.gov.uk/id/
day/2019-11-24,day/2019-11-24,day/2019-11-24,,237,,http://reference.data.gov.uk/id/
day/2019-11-25,day/2019-11-25,day/2019-11-25,,238,,http://reference.data.gov.uk/id/
day/2019-11-26,day/2019-11-26,day/2019-11-26,,239,,http://reference.data.gov.uk/id/
day/2019-11-27,day/2019-11-27,day/2019-11-27,,240,,http://reference.data.gov.uk/id/
day/2019-11-28,day/2019-11-28,day/2019-11-28,,241,,http://reference.data.gov.uk/id/
day/2019-11-29,day/2019-11-29,day/2019-11-29,,242,,http://reference.data.gov.uk/id/
day/2019-11-30,day/2019-11-30,day/2019-11-30,,243,,http://reference.data.gov.uk/id/
day/2019-12-01,day/2019-12-01,day/2019-12-01,,244,,http://reference.data.gov.uk/id/
day/2019-12-02,day/2019-12-02,day/2019-12-02,,245,,http://reference.data.gov.uk/id/
day/2019-12-03,day/2019-12-03,day/2019-12-03,,246,,http://reference.data.gov.uk/id/
day/2019-12-04,day/2019-12-04,day/2019-12-04,,247,,http://reference.data.gov.uk/id/
day/2019-12-05,day/2019-12-05,day/2019-12-05,,248,,http://reference.data.gov.uk/id/
day/2019-12-06,day/2019-12-06,day/2019-12-06,,249,,http://reference.data.gov.uk/id/
day/2019-12-07,day/2019-12-07,day/2019-12-07,,250,,http://reference.data.gov.uk/id/
day/2019-12-08,day/2019-12-08,day/2019-12-08,,251,,http://reference.data.gov.uk/id/
day/2019-12-09,day/2019-12-09,day/2019-12-09,,252,,http://reference.data.gov.uk/id/
day/2019-12-10,day/2019-12-10,day/2019-12-10,,253,,http://reference.data.gov.uk/id/
day/2019-12-11,day/2019-12-11,day/2019-12-11,,254,,http://reference.data.gov.uk/id/
day/2019-12-12,day/2019-12-12,day/2019-12-12,,255,,http://reference.data.gov.uk/id/
day/2019-12-13,day/2019-12-13,day/2019-12-13,,256,,http://reference.data.gov.uk/id/
day/2019-12-14,day/2019-12-14,day/2019-12-14,,257,,http://reference.data.gov.uk/id/
day/2019-12-15,day/2019-12-15,day/2019-12-15,,258,,http://reference.data.gov.uk/id/
day/2019-12-16,day/2019-12-16,day/2019-12-16,,259,,http://reference.data.gov.uk/id/
day/2019-12-17,day/2019-12-17,day/2019-12-17,,260,,http://reference.data.gov.uk/id/
day/2019-12-18,day/2019-12-18,day/2019-12-18,,261,,http://reference.data.gov.uk/id/
day/2019-12-19,day/2019-12-19,day/2019-12-19,,262,,http://reference.data.gov.uk/id/
day/2019-12-20,day/2019-12-20,day/2019-12-20,,263,,http://reference.data.gov.uk/id/
day/2019-12-21,day/2019-12-21,day/2019-12-21,,264,,http://reference.data.gov.uk/id/
day/2019-12-22,day/2019-12-22,day/2019-12-22,,265,,http://reference.data.gov.uk/id/
day/2019-12-23,day/2019-12-23,day/2019-12-23,,266,,http://reference.data.gov.uk/id/
day/2019-12-24,day/2019-12-24,day/2019-12-24,,267,,http://reference.data.gov.uk/id/
day/2019-12-25,day/2019-12-25,day/2019-12-25,,268,,http://reference.data.gov.uk/id/
day/2019-12-26,day/2019-12-26,day/2019-12-26,,269,,http://reference.data.gov.uk/id/
day/2019-12-27,day/2019-12-27,day/2019-12-27,,270,,http://reference.data.gov.uk/id/
day/2019-12-28,day/2019-12-28,day/2019-12-28,,271,,http://reference.data.gov.uk/id/
day/2019-12-29,day/2019-12-29,day/2019-12-29,,272,,http://reference.data.gov.uk/id/
day/2019-12-30,day/2019-12-30,day/2019-12-30,,273,,http://reference.data.gov.uk/id/
day/2019-12-31,day/2019-12-31,day/2019-12-31,,274,,http://reference.data.gov.uk/id/
day/2020-01-01,day/2020-01-01,day/2020-01-01,,275,,http://reference.data.gov.uk/id/
day/2020-01-02,day/2020-01-02,day/2020-01-02,,276,,http://reference.data.gov.uk/id/
day/2020-01-03,day/2020-01-03,day/2020-01-03,,277,,http://reference.data.gov.uk/id/
day/2020-01-04,day/2020-01-04,day/2020-01-04,,278,,http://reference.data.gov.uk/id/
day/2020-01-05,day/2020-01-05,day/2020-01-05,,279,,http://reference.data.gov.uk/id/
day/2020-01-06,day/2020-01-06,day/2020-01-06,,280,,http://reference.data.gov.uk/id/
day/2020-01-07,day/2020-01-07,day/2020-01-07,,281,,http://reference.data.gov.uk/id/
day/2020-01-08,day/2020-01-08,day/2020-01-08,,282,,http://reference.data.gov.uk/id/
day/2020-01-09,day/2020-01-09,day/2020-01-09,,283,,http://reference.data.gov.uk/id/
day/2020-01-10,day/2020-01-10,day/2020-01-10,,284,,http://reference.data.gov.uk/id/
day/2020-01-11,day/2020-01-11,day/2020-01-11,,285,,http://reference.data.gov.uk/id/
day/2020-01-12,day/2020-01-12,day/2020-01-12,,286,,http://reference.data.gov.uk/id/
day/2020-01-13,day/2020-01-13,day/2020-01-13,,287,,http://reference.data.gov.uk/id/
day/2020-01-14,day/2020-01-14,day/2020-01-14,,288,,http://reference.data.gov.uk/id/
day/2020-01-15,day/2020-01-15,day/2020-01-15,,289,,http://reference.data.gov.uk/id/
day/2020-01-16,day/2020-01-16,day/2020-01-16,,290,,http://reference.data.gov.uk/id/
day/2020-01-17,day/2020-01-17,day/2020-01-17,,291,,http://reference.data.gov.uk/id/
day/2020-01-18,day/2020-01-18,day/2020-01-18,,292,,http://reference.data.gov.uk/id/
day/2020-01-19,day/2020-01-19,day/2020-01-19,,293,,http://reference.data.gov.uk/id/
day/2020-01-20,day/2020-01-20,day/2020-01-20,,294,,http://reference.data.gov.uk/id/
day/2020-01-21,day/2020-01-21,day/2020-01-21,,295,,http://reference.data.gov.uk/id/
