Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2020-03-26,2020-03-26,2020-03-26,,25,,http://reference.data.gov.uk/id/day/2020-03-26
2020-03-27,2020-03-27,2020-03-27,,26,,http://reference.data.gov.uk/id/day/2020-03-27
2020-03-28,2020-03-28,2020-03-28,,27,,http://reference.data.gov.uk/id/day/2020-03-28
2020-03-29,2020-03-29,2020-03-29,,28,,http://reference.data.gov.uk/id/day/2020-03-29
2020-03-30,2020-03-30,2020-03-30,,29,,http://reference.data.gov.uk/id/day/2020-03-30
2020-03-31,2020-03-31,2020-03-31,,30,,http://reference.data.gov.uk/id/day/2020-03-31
2020-04-01,2020-04-01,2020-04-01,,31,,http://reference.data.gov.uk/id/day/2020-04-01
2020-04-02,2020-04-02,2020-04-02,,32,,http://reference.data.gov.uk/id/day/2020-04-02
2020-04-03,2020-04-03,2020-04-03,,33,,http://reference.data.gov.uk/id/day/2020-04-03
2020-04-04,2020-04-04,2020-04-04,,34,,http://reference.data.gov.uk/id/day/2020-04-04
2020-04-05,2020-04-05,2020-04-05,,35,,http://reference.data.gov.uk/id/day/2020-04-05
2020-04-06,2020-04-06,2020-04-06,,36,,http://reference.data.gov.uk/id/day/2020-04-06
2020-04-07,2020-04-07,2020-04-07,,37,,http://reference.data.gov.uk/id/day/2020-04-07
2020-04-08,2020-04-08,2020-04-08,,38,,http://reference.data.gov.uk/id/day/2020-04-08
2020-04-09,2020-04-09,2020-04-09,,39,,http://reference.data.gov.uk/id/day/2020-04-09
2020-04-10,2020-04-10,2020-04-10,,40,,http://reference.data.gov.uk/id/day/2020-04-10
2020-04-11,2020-04-11,2020-04-11,,41,,http://reference.data.gov.uk/id/day/2020-04-11
2020-04-12,2020-04-12,2020-04-12,,42,,http://reference.data.gov.uk/id/day/2020-04-12
2020-04-13,2020-04-13,2020-04-13,,43,,http://reference.data.gov.uk/id/day/2020-04-13
2020-04-14,2020-04-14,2020-04-14,,44,,http://reference.data.gov.uk/id/day/2020-04-14
2020-04-15,2020-04-15,2020-04-15,,45,,http://reference.data.gov.uk/id/day/2020-04-15
2020-04-16,2020-04-16,2020-04-16,,46,,http://reference.data.gov.uk/id/day/2020-04-16
2020-04-17,2020-04-17,2020-04-17,,47,,http://reference.data.gov.uk/id/day/2020-04-17
2020-04-18,2020-04-18,2020-04-18,,48,,http://reference.data.gov.uk/id/day/2020-04-18
2020-04-19,2020-04-19,2020-04-19,,49,,http://reference.data.gov.uk/id/day/2020-04-19
2020-04-20,2020-04-20,2020-04-20,,50,,http://reference.data.gov.uk/id/day/2020-04-20
2020-04-21,2020-04-21,2020-04-21,,51,,http://reference.data.gov.uk/id/day/2020-04-21
2020-04-22,2020-04-22,2020-04-22,,52,,http://reference.data.gov.uk/id/day/2020-04-22
2020-04-23,2020-04-23,2020-04-23,,53,,http://reference.data.gov.uk/id/day/2020-04-23
2020-04-24,2020-04-24,2020-04-24,,54,,http://reference.data.gov.uk/id/day/2020-04-24
2020-04-25,2020-04-25,2020-04-25,,55,,http://reference.data.gov.uk/id/day/2020-04-25
2020-04-26,2020-04-26,2020-04-26,,56,,http://reference.data.gov.uk/id/day/2020-04-26
2020-04-27,2020-04-27,2020-04-27,,57,,http://reference.data.gov.uk/id/day/2020-04-27
2020-04-28,2020-04-28,2020-04-28,,58,,http://reference.data.gov.uk/id/day/2020-04-28
2020-04-29,2020-04-29,2020-04-29,,59,,http://reference.data.gov.uk/id/day/2020-04-29
2020-04-30,2020-04-30,2020-04-30,,60,,http://reference.data.gov.uk/id/day/2020-04-30
2020-05-01,2020-05-01,2020-05-01,,61,,http://reference.data.gov.uk/id/day/2020-05-01
2020-05-02,2020-05-02,2020-05-02,,62,,http://reference.data.gov.uk/id/day/2020-05-02
2020-05-03,2020-05-03,2020-05-03,,63,,http://reference.data.gov.uk/id/day/2020-05-03
2020-05-04,2020-05-04,2020-05-04,,64,,http://reference.data.gov.uk/id/day/2020-05-04
2020-05-05,2020-05-05,2020-05-05,,65,,http://reference.data.gov.uk/id/day/2020-05-05
2020-05-06,2020-05-06,2020-05-06,,66,,http://reference.data.gov.uk/id/day/2020-05-06
2020-05-07,2020-05-07,2020-05-07,,67,,http://reference.data.gov.uk/id/day/2020-05-07
2020-05-08,2020-05-08,2020-05-08,,68,,http://reference.data.gov.uk/id/day/2020-05-08
2020-05-09,2020-05-09,2020-05-09,,69,,http://reference.data.gov.uk/id/day/2020-05-09
2020-05-10,2020-05-10,2020-05-10,,70,,http://reference.data.gov.uk/id/day/2020-05-10
2020-05-11,2020-05-11,2020-05-11,,71,,http://reference.data.gov.uk/id/day/2020-05-11
2020-05-12,2020-05-12,2020-05-12,,72,,http://reference.data.gov.uk/id/day/2020-05-12
2020-05-13,2020-05-13,2020-05-13,,73,,http://reference.data.gov.uk/id/day/2020-05-13
2020-05-14,2020-05-14,2020-05-14,,74,,http://reference.data.gov.uk/id/day/2020-05-14
2020-05-15,2020-05-15,2020-05-15,,75,,http://reference.data.gov.uk/id/day/2020-05-15
2020-05-16,2020-05-16,2020-05-16,,76,,http://reference.data.gov.uk/id/day/2020-05-16
2020-05-17,2020-05-17,2020-05-17,,77,,http://reference.data.gov.uk/id/day/2020-05-17
2020-05-18,2020-05-18,2020-05-18,,78,,http://reference.data.gov.uk/id/day/2020-05-18
2020-05-19,2020-05-19,2020-05-19,,79,,http://reference.data.gov.uk/id/day/2020-05-19
2020-05-20,2020-05-20,2020-05-20,,80,,http://reference.data.gov.uk/id/day/2020-05-20
2020-05-21,2020-05-21,2020-05-21,,81,,http://reference.data.gov.uk/id/day/2020-05-21
2020-05-22,2020-05-22,2020-05-22,,82,,http://reference.data.gov.uk/id/day/2020-05-22
2020-05-23,2020-05-23,2020-05-23,,83,,http://reference.data.gov.uk/id/day/2020-05-23
2020-05-24,2020-05-24,2020-05-24,,84,,http://reference.data.gov.uk/id/day/2020-05-24
2020-05-25,2020-05-25,2020-05-25,,85,,http://reference.data.gov.uk/id/day/2020-05-25
2020-05-26,2020-05-26,2020-05-26,,86,,http://reference.data.gov.uk/id/day/2020-05-26
2020-05-27,2020-05-27,2020-05-27,,87,,http://reference.data.gov.uk/id/day/2020-05-27
2020-05-28,2020-05-28,2020-05-28,,88,,http://reference.data.gov.uk/id/day/2020-05-28
2020-05-29,2020-05-29,2020-05-29,,89,,http://reference.data.gov.uk/id/day/2020-05-29
2020-05-30,2020-05-30,2020-05-30,,90,,http://reference.data.gov.uk/id/day/2020-05-30
2020-05-31,2020-05-31,2020-05-31,,91,,http://reference.data.gov.uk/id/day/2020-05-31
2020-06-01,2020-06-01,2020-06-01,,92,,http://reference.data.gov.uk/id/day/2020-06-01
2020-06-02,2020-06-02,2020-06-02,,93,,http://reference.data.gov.uk/id/day/2020-06-02
2020-06-03,2020-06-03,2020-06-03,,94,,http://reference.data.gov.uk/id/day/2020-06-03
2020-06-04,2020-06-04,2020-06-04,,95,,http://reference.data.gov.uk/id/day/2020-06-04
2020-06-05,2020-06-05,2020-06-05,,96,,http://reference.data.gov.uk/id/day/2020-06-05
2020-06-06,2020-06-06,2020-06-06,,97,,http://reference.data.gov.uk/id/day/2020-06-06
2020-06-07,2020-06-07,2020-06-07,,98,,http://reference.data.gov.uk/id/day/2020-06-07
2020-06-08,2020-06-08,2020-06-08,,99,,http://reference.data.gov.uk/id/day/2020-06-08
2020-06-09,2020-06-09,2020-06-09,,100,,http://reference.data.gov.uk/id/day/2020-06-09
2020-06-10,2020-06-10,2020-06-10,,101,,http://reference.data.gov.uk/id/day/2020-06-10
2020-06-11,2020-06-11,2020-06-11,,102,,http://reference.data.gov.uk/id/day/2020-06-11
2020-06-12,2020-06-12,2020-06-12,,103,,http://reference.data.gov.uk/id/day/2020-06-12
2020-06-13,2020-06-13,2020-06-13,,104,,http://reference.data.gov.uk/id/day/2020-06-13
2020-06-14,2020-06-14,2020-06-14,,105,,http://reference.data.gov.uk/id/day/2020-06-14
2020-06-15,2020-06-15,2020-06-15,,106,,http://reference.data.gov.uk/id/day/2020-06-15
2020-06-16,2020-06-16,2020-06-16,,107,,http://reference.data.gov.uk/id/day/2020-06-16
2020-06-17,2020-06-17,2020-06-17,,108,,http://reference.data.gov.uk/id/day/2020-06-17
2020-06-18,2020-06-18,2020-06-18,,109,,http://reference.data.gov.uk/id/day/2020-06-18
2020-06-19,2020-06-19,2020-06-19,,110,,http://reference.data.gov.uk/id/day/2020-06-19
2020-06-20,2020-06-20,2020-06-20,,111,,http://reference.data.gov.uk/id/day/2020-06-20
2020-06-21,2020-06-21,2020-06-21,,112,,http://reference.data.gov.uk/id/day/2020-06-21
2020-06-22,2020-06-22,2020-06-22,,113,,http://reference.data.gov.uk/id/day/2020-06-22
2020-06-23,2020-06-23,2020-06-23,,114,,http://reference.data.gov.uk/id/day/2020-06-23
2020-06-24,2020-06-24,2020-06-24,,115,,http://reference.data.gov.uk/id/day/2020-06-24
2020-06-25,2020-06-25,2020-06-25,,116,,http://reference.data.gov.uk/id/day/2020-06-25
2020-06-26,2020-06-26,2020-06-26,,117,,http://reference.data.gov.uk/id/day/2020-06-26
2020-06-27,2020-06-27,2020-06-27,,118,,http://reference.data.gov.uk/id/day/2020-06-27
2020-06-28,2020-06-28,2020-06-28,,119,,http://reference.data.gov.uk/id/day/2020-06-28
2020-06-29,2020-06-29,2020-06-29,,120,,http://reference.data.gov.uk/id/day/2020-06-29
2020-06-30,2020-06-30,2020-06-30,,121,,http://reference.data.gov.uk/id/day/2020-06-30
2020-07-01,2020-07-01,2020-07-01,,122,,http://reference.data.gov.uk/id/day/2020-07-01
2020-07-02,2020-07-02,2020-07-02,,123,,http://reference.data.gov.uk/id/day/2020-07-02
2020-07-03,2020-07-03,2020-07-03,,124,,http://reference.data.gov.uk/id/day/2020-07-03
2020-07-04,2020-07-04,2020-07-04,,125,,http://reference.data.gov.uk/id/day/2020-07-04
2020-07-05,2020-07-05,2020-07-05,,126,,http://reference.data.gov.uk/id/day/2020-07-05
2020-07-06,2020-07-06,2020-07-06,,127,,http://reference.data.gov.uk/id/day/2020-07-06
2020-07-07,2020-07-07,2020-07-07,,128,,http://reference.data.gov.uk/id/day/2020-07-07
2020-07-08,2020-07-08,2020-07-08,,129,,http://reference.data.gov.uk/id/day/2020-07-08
2020-07-09,2020-07-09,2020-07-09,,130,,http://reference.data.gov.uk/id/day/2020-07-09
2020-07-10,2020-07-10,2020-07-10,,131,,http://reference.data.gov.uk/id/day/2020-07-10
2020-07-11,2020-07-11,2020-07-11,,132,,http://reference.data.gov.uk/id/day/2020-07-11
2020-07-12,2020-07-12,2020-07-12,,133,,http://reference.data.gov.uk/id/day/2020-07-12
2020-07-13,2020-07-13,2020-07-13,,134,,http://reference.data.gov.uk/id/day/2020-07-13
2020-07-14,2020-07-14,2020-07-14,,135,,http://reference.data.gov.uk/id/day/2020-07-14
2020-07-15,2020-07-15,2020-07-15,,136,,http://reference.data.gov.uk/id/day/2020-07-15
2020-07-16,2020-07-16,2020-07-16,,137,,http://reference.data.gov.uk/id/day/2020-07-16
2020-07-17,2020-07-17,2020-07-17,,138,,http://reference.data.gov.uk/id/day/2020-07-17
2020-07-18,2020-07-18,2020-07-18,,139,,http://reference.data.gov.uk/id/day/2020-07-18
2020-07-19,2020-07-19,2020-07-19,,140,,http://reference.data.gov.uk/id/day/2020-07-19
2020-07-20,2020-07-20,2020-07-20,,141,,http://reference.data.gov.uk/id/day/2020-07-20
2020-07-21,2020-07-21,2020-07-21,,142,,http://reference.data.gov.uk/id/day/2020-07-21
2020-07-22,2020-07-22,2020-07-22,,143,,http://reference.data.gov.uk/id/day/2020-07-22
2020-07-23,2020-07-23,2020-07-23,,144,,http://reference.data.gov.uk/id/day/2020-07-23
2020-07-24,2020-07-24,2020-07-24,,145,,http://reference.data.gov.uk/id/day/2020-07-24
2020-07-25,2020-07-25,2020-07-25,,146,,http://reference.data.gov.uk/id/day/2020-07-25
2020-07-26,2020-07-26,2020-07-26,,147,,http://reference.data.gov.uk/id/day/2020-07-26
2020-07-27,2020-07-27,2020-07-27,,148,,http://reference.data.gov.uk/id/day/2020-07-27
2020-07-28,2020-07-28,2020-07-28,,149,,http://reference.data.gov.uk/id/day/2020-07-28
2020-07-29,2020-07-29,2020-07-29,,150,,http://reference.data.gov.uk/id/day/2020-07-29
2020-07-30,2020-07-30,2020-07-30,,151,,http://reference.data.gov.uk/id/day/2020-07-30
2020-07-31,2020-07-31,2020-07-31,,152,,http://reference.data.gov.uk/id/day/2020-07-31
2020-08-01,2020-08-01,2020-08-01,,153,,http://reference.data.gov.uk/id/day/2020-08-01
2020-08-02,2020-08-02,2020-08-02,,154,,http://reference.data.gov.uk/id/day/2020-08-02
2020-08-03,2020-08-03,2020-08-03,,155,,http://reference.data.gov.uk/id/day/2020-08-03
2020-08-04,2020-08-04,2020-08-04,,156,,http://reference.data.gov.uk/id/day/2020-08-04
2020-08-05,2020-08-05,2020-08-05,,157,,http://reference.data.gov.uk/id/day/2020-08-05
2020-08-06,2020-08-06,2020-08-06,,158,,http://reference.data.gov.uk/id/day/2020-08-06
2020-08-07,2020-08-07,2020-08-07,,159,,http://reference.data.gov.uk/id/day/2020-08-07
2020-08-08,2020-08-08,2020-08-08,,160,,http://reference.data.gov.uk/id/day/2020-08-08
2020-08-09,2020-08-09,2020-08-09,,161,,http://reference.data.gov.uk/id/day/2020-08-09
2020-08-10,2020-08-10,2020-08-10,,162,,http://reference.data.gov.uk/id/day/2020-08-10
2020-08-11,2020-08-11,2020-08-11,,163,,http://reference.data.gov.uk/id/day/2020-08-11
2020-08-12,2020-08-12,2020-08-12,,164,,http://reference.data.gov.uk/id/day/2020-08-12
2020-08-13,2020-08-13,2020-08-13,,165,,http://reference.data.gov.uk/id/day/2020-08-13
2020-08-14,2020-08-14,2020-08-14,,166,,http://reference.data.gov.uk/id/day/2020-08-14
2020-08-15,2020-08-15,2020-08-15,,167,,http://reference.data.gov.uk/id/day/2020-08-15
2020-08-16,2020-08-16,2020-08-16,,168,,http://reference.data.gov.uk/id/day/2020-08-16
2020-08-17,2020-08-17,2020-08-17,,169,,http://reference.data.gov.uk/id/day/2020-08-17
2020-08-18,2020-08-18,2020-08-18,,170,,http://reference.data.gov.uk/id/day/2020-08-18
2020-08-19,2020-08-19,2020-08-19,,171,,http://reference.data.gov.uk/id/day/2020-08-19
2020-08-20,2020-08-20,2020-08-20,,172,,http://reference.data.gov.uk/id/day/2020-08-20
2020-08-21,2020-08-21,2020-08-21,,173,,http://reference.data.gov.uk/id/day/2020-08-21
2020-08-22,2020-08-22,2020-08-22,,174,,http://reference.data.gov.uk/id/day/2020-08-22
2020-08-23,2020-08-23,2020-08-23,,175,,http://reference.data.gov.uk/id/day/2020-08-23
2020-08-24,2020-08-24,2020-08-24,,176,,http://reference.data.gov.uk/id/day/2020-08-24
2020-08-25,2020-08-25,2020-08-25,,177,,http://reference.data.gov.uk/id/day/2020-08-25
2020-08-26,2020-08-26,2020-08-26,,178,,http://reference.data.gov.uk/id/day/2020-08-26
2020-08-27,2020-08-27,2020-08-27,,179,,http://reference.data.gov.uk/id/day/2020-08-27
2020-08-28,2020-08-28,2020-08-28,,180,,http://reference.data.gov.uk/id/day/2020-08-28
2020-08-29,2020-08-29,2020-08-29,,181,,http://reference.data.gov.uk/id/day/2020-08-29
2020-08-30,2020-08-30,2020-08-30,,182,,http://reference.data.gov.uk/id/day/2020-08-30
2020-08-31,2020-08-31,2020-08-31,,183,,http://reference.data.gov.uk/id/day/2020-08-31
2020-09-01,2020-09-01,2020-09-01,,184,,http://reference.data.gov.uk/id/day/2020-09-01
2020-09-02,2020-09-02,2020-09-02,,185,,http://reference.data.gov.uk/id/day/2020-09-02
2020-09-03,2020-09-03,2020-09-03,,186,,http://reference.data.gov.uk/id/day/2020-09-03
2020-09-04,2020-09-04,2020-09-04,,187,,http://reference.data.gov.uk/id/day/2020-09-04
2020-09-05,2020-09-05,2020-09-05,,188,,http://reference.data.gov.uk/id/day/2020-09-05
2020-09-06,2020-09-06,2020-09-06,,189,,http://reference.data.gov.uk/id/day/2020-09-06
2020-09-07,2020-09-07,2020-09-07,,190,,http://reference.data.gov.uk/id/day/2020-09-07
2020-09-08,2020-09-08,2020-09-08,,191,,http://reference.data.gov.uk/id/day/2020-09-08
2020-09-09,2020-09-09,2020-09-09,,192,,http://reference.data.gov.uk/id/day/2020-09-09
2020-09-10,2020-09-10,2020-09-10,,193,,http://reference.data.gov.uk/id/day/2020-09-10
2020-09-11,2020-09-11,2020-09-11,,194,,http://reference.data.gov.uk/id/day/2020-09-11
2020-09-12,2020-09-12,2020-09-12,,195,,http://reference.data.gov.uk/id/day/2020-09-12
2020-09-13,2020-09-13,2020-09-13,,196,,http://reference.data.gov.uk/id/day/2020-09-13
2020-09-14,2020-09-14,2020-09-14,,197,,http://reference.data.gov.uk/id/day/2020-09-14
2020-09-15,2020-09-15,2020-09-15,,198,,http://reference.data.gov.uk/id/day/2020-09-15
2020-09-16,2020-09-16,2020-09-16,,199,,http://reference.data.gov.uk/id/day/2020-09-16
2020-09-17,2020-09-17,2020-09-17,,200,,http://reference.data.gov.uk/id/day/2020-09-17
2020-09-18,2020-09-18,2020-09-18,,201,,http://reference.data.gov.uk/id/day/2020-09-18
2020-09-19,2020-09-19,2020-09-19,,202,,http://reference.data.gov.uk/id/day/2020-09-19
2020-09-20,2020-09-20,2020-09-20,,203,,http://reference.data.gov.uk/id/day/2020-09-20
2020-09-21,2020-09-21,2020-09-21,,204,,http://reference.data.gov.uk/id/day/2020-09-21
2020-09-22,2020-09-22,2020-09-22,,205,,http://reference.data.gov.uk/id/day/2020-09-22
2020-09-23,2020-09-23,2020-09-23,,206,,http://reference.data.gov.uk/id/day/2020-09-23
2020-09-24,2020-09-24,2020-09-24,,207,,http://reference.data.gov.uk/id/day/2020-09-24
2020-09-25,2020-09-25,2020-09-25,,208,,http://reference.data.gov.uk/id/day/2020-09-25
2020-09-26,2020-09-26,2020-09-26,,209,,http://reference.data.gov.uk/id/day/2020-09-26
2020-09-27,2020-09-27,2020-09-27,,210,,http://reference.data.gov.uk/id/day/2020-09-27
2020-09-28,2020-09-28,2020-09-28,,211,,http://reference.data.gov.uk/id/day/2020-09-28
2020-09-29,2020-09-29,2020-09-29,,212,,http://reference.data.gov.uk/id/day/2020-09-29
2020-09-30,2020-09-30,2020-09-30,,213,,http://reference.data.gov.uk/id/day/2020-09-30
2020-10-01,2020-10-01,2020-10-01,,214,,http://reference.data.gov.uk/id/day/2020-10-01
2020-10-02,2020-10-02,2020-10-02,,215,,http://reference.data.gov.uk/id/day/2020-10-02
2020-10-03,2020-10-03,2020-10-03,,216,,http://reference.data.gov.uk/id/day/2020-10-03
2020-10-04,2020-10-04,2020-10-04,,217,,http://reference.data.gov.uk/id/day/2020-10-04
2020-10-05,2020-10-05,2020-10-05,,218,,http://reference.data.gov.uk/id/day/2020-10-05
2020-10-06,2020-10-06,2020-10-06,,219,,http://reference.data.gov.uk/id/day/2020-10-06
2020-10-07,2020-10-07,2020-10-07,,220,,http://reference.data.gov.uk/id/day/2020-10-07
2020-10-08,2020-10-08,2020-10-08,,221,,http://reference.data.gov.uk/id/day/2020-10-08
2020-10-09,2020-10-09,2020-10-09,,222,,http://reference.data.gov.uk/id/day/2020-10-09
2020-10-10,2020-10-10,2020-10-10,,223,,http://reference.data.gov.uk/id/day/2020-10-10
2020-10-11,2020-10-11,2020-10-11,,224,,http://reference.data.gov.uk/id/day/2020-10-11
2020-10-12,2020-10-12,2020-10-12,,225,,http://reference.data.gov.uk/id/day/2020-10-12
2020-10-13,2020-10-13,2020-10-13,,226,,http://reference.data.gov.uk/id/day/2020-10-13
2020-10-14,2020-10-14,2020-10-14,,227,,http://reference.data.gov.uk/id/day/2020-10-14
2020-10-15,2020-10-15,2020-10-15,,228,,http://reference.data.gov.uk/id/day/2020-10-15
2020-10-16,2020-10-16,2020-10-16,,229,,http://reference.data.gov.uk/id/day/2020-10-16
2020-10-17,2020-10-17,2020-10-17,,230,,http://reference.data.gov.uk/id/day/2020-10-17
2020-10-18,2020-10-18,2020-10-18,,231,,http://reference.data.gov.uk/id/day/2020-10-18
2020-10-19,2020-10-19,2020-10-19,,232,,http://reference.data.gov.uk/id/day/2020-10-19
2020-10-20,2020-10-20,2020-10-20,,233,,http://reference.data.gov.uk/id/day/2020-10-20
2020-10-21,2020-10-21,2020-10-21,,234,,http://reference.data.gov.uk/id/day/2020-10-21
2020-10-22,2020-10-22,2020-10-22,,235,,http://reference.data.gov.uk/id/day/2020-10-22
2020-10-23,2020-10-23,2020-10-23,,236,,http://reference.data.gov.uk/id/day/2020-10-23
2020-10-24,2020-10-24,2020-10-24,,237,,http://reference.data.gov.uk/id/day/2020-10-24
2020-10-25,2020-10-25,2020-10-25,,238,,http://reference.data.gov.uk/id/day/2020-10-25
2020-10-26,2020-10-26,2020-10-26,,239,,http://reference.data.gov.uk/id/day/2020-10-26
2020-10-27,2020-10-27,2020-10-27,,240,,http://reference.data.gov.uk/id/day/2020-10-27
2020-10-28,2020-10-28,2020-10-28,,241,,http://reference.data.gov.uk/id/day/2020-10-28
2020-10-29,2020-10-29,2020-10-29,,242,,http://reference.data.gov.uk/id/day/2020-10-29
2020-10-30,2020-10-30,2020-10-30,,243,,http://reference.data.gov.uk/id/day/2020-10-30
2020-10-31,2020-10-31,2020-10-31,,244,,http://reference.data.gov.uk/id/day/2020-10-31
2020-11-01,2020-11-01,2020-11-01,,245,,http://reference.data.gov.uk/id/day/2020-11-01
2020-11-02,2020-11-02,2020-11-02,,246,,http://reference.data.gov.uk/id/day/2020-11-02
2020-11-03,2020-11-03,2020-11-03,,247,,http://reference.data.gov.uk/id/day/2020-11-03
2020-11-04,2020-11-04,2020-11-04,,248,,http://reference.data.gov.uk/id/day/2020-11-04
2020-11-05,2020-11-05,2020-11-05,,249,,http://reference.data.gov.uk/id/day/2020-11-05
2020-11-06,2020-11-06,2020-11-06,,250,,http://reference.data.gov.uk/id/day/2020-11-06
2020-11-07,2020-11-07,2020-11-07,,251,,http://reference.data.gov.uk/id/day/2020-11-07
2020-11-08,2020-11-08,2020-11-08,,252,,http://reference.data.gov.uk/id/day/2020-11-08
2020-11-09,2020-11-09,2020-11-09,,253,,http://reference.data.gov.uk/id/day/2020-11-09
2020-11-10,2020-11-10,2020-11-10,,254,,http://reference.data.gov.uk/id/day/2020-11-10
2020-11-11,2020-11-11,2020-11-11,,255,,http://reference.data.gov.uk/id/day/2020-11-11
2020-11-12,2020-11-12,2020-11-12,,256,,http://reference.data.gov.uk/id/day/2020-11-12
2020-11-13,2020-11-13,2020-11-13,,257,,http://reference.data.gov.uk/id/day/2020-11-13
2020-11-14,2020-11-14,2020-11-14,,258,,http://reference.data.gov.uk/id/day/2020-11-14
2020-11-15,2020-11-15,2020-11-15,,259,,http://reference.data.gov.uk/id/day/2020-11-15
2020-11-16,2020-11-16,2020-11-16,,260,,http://reference.data.gov.uk/id/day/2020-11-16
2020-11-17,2020-11-17,2020-11-17,,261,,http://reference.data.gov.uk/id/day/2020-11-17
2020-11-18,2020-11-18,2020-11-18,,262,,http://reference.data.gov.uk/id/day/2020-11-18
2020-11-19,2020-11-19,2020-11-19,,263,,http://reference.data.gov.uk/id/day/2020-11-19
2020-11-20,2020-11-20,2020-11-20,,264,,http://reference.data.gov.uk/id/day/2020-11-20
2020-11-21,2020-11-21,2020-11-21,,265,,http://reference.data.gov.uk/id/day/2020-11-21
2020-11-22,2020-11-22,2020-11-22,,266,,http://reference.data.gov.uk/id/day/2020-11-22
2020-11-23,2020-11-23,2020-11-23,,267,,http://reference.data.gov.uk/id/day/2020-11-23
2020-11-24,2020-11-24,2020-11-24,,268,,http://reference.data.gov.uk/id/day/2020-11-24
2020-11-25,2020-11-25,2020-11-25,,269,,http://reference.data.gov.uk/id/day/2020-11-25
2020-11-26,2020-11-26,2020-11-26,,270,,http://reference.data.gov.uk/id/day/2020-11-26
2020-11-27,2020-11-27,2020-11-27,,271,,http://reference.data.gov.uk/id/day/2020-11-27
2020-11-28,2020-11-28,2020-11-28,,272,,http://reference.data.gov.uk/id/day/2020-11-28
2020-11-29,2020-11-29,2020-11-29,,273,,http://reference.data.gov.uk/id/day/2020-11-29
2020-11-30,2020-11-30,2020-11-30,,274,,http://reference.data.gov.uk/id/day/2020-11-30
2020-12-01,2020-12-01,2020-12-01,,275,,http://reference.data.gov.uk/id/day/2020-12-01
2020-12-02,2020-12-02,2020-12-02,,276,,http://reference.data.gov.uk/id/day/2020-12-02
2020-12-03,2020-12-03,2020-12-03,,277,,http://reference.data.gov.uk/id/day/2020-12-03
2020-12-04,2020-12-04,2020-12-04,,278,,http://reference.data.gov.uk/id/day/2020-12-04
2020-12-05,2020-12-05,2020-12-05,,279,,http://reference.data.gov.uk/id/day/2020-12-05
2020-12-06,2020-12-06,2020-12-06,,280,,http://reference.data.gov.uk/id/day/2020-12-06
2020-12-07,2020-12-07,2020-12-07,,281,,http://reference.data.gov.uk/id/day/2020-12-07
2020-12-08,2020-12-08,2020-12-08,,282,,http://reference.data.gov.uk/id/day/2020-12-08
